STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	273	5	-24	1972	207	112	12	6	9	2022
ALASKA	0	0	0	12	-1	-17	-999	-999	9	2022
ARIZONA	443	8	21	2603	-54	58	-2	2	9	2022
ARKANSAS	277	39	-15	1947	247	188	15	11	9	2022
CALIFORNIA	247	88	67	1059	216	58	26	6	9	2022
COLORADO	75	57	-4	588	315	16	115	3	9	2022
CONNECTICUT	56	14	-25	795	230	9	41	1	9	2022
DELAWARE	166	42	-50	1294	256	-159	25	-11	9	2022
DISTRCT COLUMBIA	253	53	1	1744	245	-12	16	-1	9	2022
FLORIDA	437	-21	-27	3011	172	-62	6	-2	9	2022
GEORGIA	236	-1	-14	1784	166	122	10	7	9	2022
HAWAII	498	31	14	3576	367	-8	11	0	9	2022
IDAHO	88	47	35	657	202	-124	44	-16	9	2022
ILLINOIS	128	46	-20	1056	194	-61	23	-5	9	2022
INDIANA	107	15	-31	956	76	-96	9	-9	9	2022
IOWA	116	47	-13	970	142	-53	17	-5	9	2022
KANSAS	217	42	-30	1604	193	122	14	8	9	2022
KENTUCKY	163	16	-11	1324	178	48	16	4	9	2022
LOUISIANA	337	-37	-9	2410	48	50	2	2	9	2022
MAINE	16	8	9	341	113	-29	50	-8	9	2022
MARYLAND	150	32	-6	1240	232	-47	23	-4	9	2022
MASSACHUSETTS	28	-1	-28	693	242	13	54	2	9	2022
MICHIGAN	57	15	11	589	26	-111	5	-16	9	2022
MINNESOTA	60	36	1	567	86	-142	18	-20	9	2022
MISSISSIPPI	313	14	-1	2218	256	176	13	9	9	2022
MISSOURI	165	23	-41	1413	189	69	15	5	9	2022
MONTANA	48	29	22	405	157	-75	63	-16	9	2022
NEBRASKA	157	61	4	1199	201	58	20	5	9	2022
NEVADA	293	30	34	1750	-84	-100	-5	-5	9	2022
NEW HAMPSHIRE	19	8	-7	496	192	-23	63	-4	9	2022
NEW JERSEY	108	35	-4	1021	263	-2	35	0	9	2022
NEW MEXICO	117	23	-14	883	-1	-13	0	-1	9	2022
NEW YORK	73	17	-7	816	201	-12	33	-1	9	2022
NORTH CAROLINA	211	26	-7	1598	257	95	19	6	9	2022
NORTH DAKOTA	49	25	-14	531	79	-192	17	-27	9	2022
OHIO	95	21	-14	852	124	-135	17	-14	9	2022
OKLAHOMA	313	57	-36	2143	331	408	18	24	9	2022
OREGON	78	45	20	461	225	-73	95	-14	9	2022
PENNSYLVANIA	70	10	-13	801	147	-127	22	-14	9	2022
RHODE ISLAND	35	-4	-52	704	229	-24	48	-3	9	2022
SOUTH CAROLINA	282	32	17	1988	274	202	16	11	9	2022
SOUTH DAKOTA	116	56	13	871	143	-71	20	-8	9	2022
TENNESSEE	184	8	11	1510	202	209	15	16	9	2022
TEXAS	414	42	-13	2976	543	497	22	20	9	2022
UTAH	127	66	27	815	150	-76	23	-9	9	2022
VERMONT	4	-8	-8	287	11	-107	4	-27	9	2022
VIRGINIA	168	39	-18	1277	250	-59	24	-4	9	2022
WASHINGTON	49	28	21	381	183	-29	92	-7	9	2022
WEST VIRGINIA	114	29	-11	968	210	-9	28	-1	9	2022
WISCONSIN	50	19	26	523	25	-106	5	-17	9	2022
WYOMING	50	31	1	422	126	-90	43	-18	9	2022
