STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	452	-51	-67	1916	-384	-60	-17	-3	2	2022
ALASKA	1178	-219	-317	7561	-482	186	-6	3	2	2022
ARIZONA	399	50	38	1451	-253	-180	-15	-11	2	2022
ARKANSAS	644	36	-195	2422	-417	-429	-15	-15	2	2022
CALIFORNIA	361	-12	-20	1660	-170	46	-9	3	2	2022
COLORADO	1111	106	-13	4524	-765	-373	-14	-8	2	2022
CONNECTICUT	920	-77	-50	3972	-455	26	-10	1	2	2022
DELAWARE	745	-91	-79	3170	-392	114	-11	4	2	2022
DISTRCT COLUMBIA	628	-114	-131	2673	-469	-113	-15	-4	2	2022
FLORIDA	81	-73	5	399	-198	-38	-33	-9	2	2022
GEORGIA	415	-96	-80	1939	-377	-111	-16	-5	2	2022
HAWAII	0	0	0	1	1	0	-999	-999	2	2022
IDAHO	1086	145	83	4912	-164	156	-3	3	2	2022
ILLINOIS	1077	32	-218	4341	-456	-275	-10	-6	2	2022
INDIANA	987	5	-172	4032	-430	-234	-10	-5	2	2022
IOWA	1230	87	-252	5036	-368	-392	-7	-7	2	2022
KANSAS	932	81	-215	3549	-458	-479	-11	-12	2	2022
KENTUCKY	752	-32	-161	3145	-422	-222	-12	-7	2	2022
LOUISIANA	361	24	-97	1307	-211	-190	-14	-13	2	2022
MAINE	1190	-44	-21	5319	-405	247	-7	5	2	2022
MARYLAND	747	-93	-120	3212	-461	-101	-13	-3	2	2022
MASSACHUSETTS	966	-65	-54	4135	-470	16	-10	0	2	2022
MICHIGAN	1135	10	-109	4604	-466	-146	-9	-3	2	2022
MINNESOTA	1559	207	-24	6238	-353	34	-5	1	2	2022
MISSISSIPPI	456	-5	-121	1775	-340	-200	-16	-10	2	2022
MISSOURI	935	60	-232	3608	-463	-460	-11	-11	2	2022
MONTANA	1163	68	-198	5505	-512	-135	-9	-2	2	2022
NEBRASKA	1047	15	-310	4261	-733	-587	-15	-12	2	2022
NEVADA	628	74	9	2762	-124	-39	-4	-1	2	2022
NEW HAMPSHIRE	1119	-67	-53	4948	-564	65	-10	1	2	2022
NEW JERSEY	855	-65	-89	3586	-438	-56	-11	-2	2	2022
NEW MEXICO	851	139	96	3405	-254	-60	-7	-2	2	2022
NEW YORK	949	-68	-64	3847	-596	-31	-13	-1	2	2022
NORTH CAROLINA	533	-86	-101	2434	-339	-141	-12	-5	2	2022
NORTH DAKOTA	1554	144	-86	6522	-562	98	-8	2	2	2022
OHIO	942	-47	-151	3939	-505	-167	-11	-4	2	2022
OKLAHOMA	760	108	-201	2646	-388	-571	-13	-18	2	2022
OREGON	686	39	-64	3547	-46	82	-1	2	2	2022
PENNSYLVANIA	919	-55	-87	3983	-384	6	-9	0	2	2022
RHODE ISLAND	919	-39	-28	3961	-211	142	-5	4	2	2022
SOUTH CAROLINA	404	-102	-114	1937	-329	-145	-15	-7	2	2022
SOUTH DAKOTA	1241	60	-199	5146	-731	-318	-12	-6	2	2022
TENNESSEE	670	-13	-118	2829	-318	-220	-10	-7	2	2022
TEXAS	469	102	-51	1358	-335	-247	-20	-15	2	2022
UTAH	1038	87	86	4610	-240	34	-5	1	2	2022
VERMONT	1194	-83	-67	5519	-367	131	-6	2	2	2022
VIRGINIA	667	-100	-127	2951	-464	-123	-14	-4	2	2022
WASHINGTON	746	50	-48	3907	-13	184	0	5	2	2022
WEST VIRGINIA	805	-63	-123	3541	-431	-178	-11	-5	2	2022
WISCONSIN	1276	59	-164	5347	-400	-167	-7	-3	2	2022
WYOMING	1195	75	-106	5134	-821	-447	-14	-8	2	2022
