STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	100	-53	-15	102	-66	-15	-39	-13	10	2024
ALASKA	990	-9	0	2033	-32	26	-2	1	10	2024
ARIZONA	47	-29	20	47	-36	20	-999	-999	10	2024
ARKANSAS	97	-76	-58	113	-88	-44	-44	-28	10	2024
CALIFORNIA	58	-61	-29	74	-95	-26	-56	-26	10	2024
COLORADO	397	-176	-135	495	-413	-194	-45	-28	10	2024
CONNECTICUT	351	-70	36	488	-66	42	-12	9	10	2024
DELAWARE	194	-91	1	207	-121	-8	-37	-4	10	2024
DISTRCT COLUMBIA	187	-18	0	187	-44	0	-19	0	10	2024
FLORIDA	3	-7	-4	3	-7	-4	-999	-999	10	2024
GEORGIA	120	-34	-13	124	-45	-17	-27	-12	10	2024
HAWAII	0	0	0	0	0	0	-999	-999	10	2024
IDAHO	471	-61	-42	642	-202	-54	-24	-8	10	2024
ILLINOIS	262	-133	-86	351	-169	-87	-32	-20	10	2024
INDIANA	274	-102	-57	373	-122	-70	-25	-16	10	2024
IOWA	306	-139	-113	447	-169	-102	-27	-19	10	2024
KANSAS	181	-95	-127	222	-130	-107	-37	-33	10	2024
KENTUCKY	189	-98	-35	202	-146	-26	-42	-11	10	2024
LOUISIANA	49	-14	-36	49	-16	-36	-999	-999	10	2024
MAINE	474	-105	103	624	-290	115	-32	23	10	2024
MARYLAND	219	-84	8	236	-120	-14	-34	-6	10	2024
MASSACHUSETTS	385	-65	105	472	-145	84	-24	22	10	2024
MICHIGAN	349	-121	-62	420	-248	-108	-37	-20	10	2024
MINNESOTA	423	-164	-127	514	-398	-160	-44	-24	10	2024
MISSISSIPPI	76	-50	-22	77	-58	-21	-43	-21	10	2024
MISSOURI	197	-105	-84	258	-129	-64	-33	-20	10	2024
MONTANA	554	-99	-125	822	-354	-154	-30	-16	10	2024
NEBRASKA	271	-141	-151	365	-201	-149	-36	-29	10	2024
NEVADA	150	-71	-32	155	-134	-40	-46	-21	10	2024
NEW HAMPSHIRE	465	-100	112	621	-232	125	-27	25	10	2024
NEW JERSEY	247	-119	12	280	-169	-19	-38	-6	10	2024
NEW MEXICO	199	-124	-87	212	-204	-98	-49	-32	10	2024
NEW YORK	341	-64	28	368	-176	-6	-32	-2	10	2024
NORTH CAROLINA	180	-35	-6	209	-34	-16	-14	-7	10	2024
NORTH DAKOTA	496	-167	-171	738	-336	-248	-31	-25	10	2024
OHIO	317	-79	-28	417	-109	-51	-21	-11	10	2024
OKLAHOMA	81	-84	-120	93	-103	-113	-53	-55	10	2024
OREGON	381	-14	-1	588	-86	1	-13	0	10	2024
PENNSYLVANIA	329	-82	5	461	-86	0	-16	0	10	2024
RHODE ISLAND	350	-38	71	519	8	88	2	20	10	2024
SOUTH CAROLINA	124	-24	-4	128	-30	-8	-19	-6	10	2024
SOUTH DAKOTA	371	-162	-184	500	-307	-233	-38	-32	10	2024
TENNESSEE	178	-72	-23	210	-81	-17	-28	-7	10	2024
TEXAS	17	-45	-56	17	-50	-56	-999	-999	10	2024
UTAH	328	-150	-148	412	-265	-167	-39	-29	10	2024
VERMONT	516	-80	68	868	-77	63	-8	8	10	2024
VIRGINIA	208	-83	5	221	-124	-9	-36	-4	10	2024
WASHINGTON	467	17	18	720	-67	25	-9	4	10	2024
WEST VIRGINIA	264	-106	-19	299	-178	-33	-37	-10	10	2024
WISCONSIN	366	-154	-97	551	-225	-109	-29	-17	10	2024
WYOMING	569	-75	-86	837	-248	-143	-23	-15	10	2024
