STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	115	-38	-72	117	-51	-90	-30	-43	10	2023
ALASKA	990	-9	110	2007	-58	189	-3	10	10	2023
ARIZONA	27	-49	-36	27	-56	-36	-999	-999	10	2023
ARKANSAS	155	-18	-30	157	-44	-48	-22	-23	10	2023
CALIFORNIA	87	-32	17	100	-69	27	-41	37	10	2023
COLORADO	532	-41	18	689	-219	57	-24	9	10	2023
CONNECTICUT	315	-106	-55	446	-108	-45	-19	-9	10	2023
DELAWARE	193	-92	-104	215	-113	-123	-34	-36	10	2023
DISTRCT COLUMBIA	187	-18	-26	187	-44	-43	-19	-19	10	2023
FLORIDA	7	-3	-8	7	-3	-8	-999	-999	10	2023
GEORGIA	133	-21	-68	141	-28	-89	-17	-39	10	2023
HAWAII	0	0	0	0	0	0	-999	-999	10	2023
IDAHO	513	-19	62	696	-148	137	-18	25	10	2023
ILLINOIS	348	-47	-54	438	-82	-73	-16	-14	10	2023
INDIANA	331	-45	-70	443	-52	-79	-11	-15	10	2023
IOWA	419	-26	-49	549	-67	-67	-11	-11	10	2023
KANSAS	308	32	21	329	-23	1	-7	0	10	2023
KENTUCKY	224	-63	-99	228	-120	-150	-34	-40	10	2023
LOUISIANA	85	22	-24	85	20	-34	-999	-999	10	2023
MAINE	371	-208	-57	509	-405	-126	-44	-20	10	2023
MARYLAND	211	-92	-124	250	-106	-128	-30	-34	10	2023
MASSACHUSETTS	280	-170	-94	388	-229	-87	-37	-18	10	2023
MICHIGAN	411	-59	-52	528	-140	-55	-21	-9	10	2023
MINNESOTA	550	-37	-3	674	-238	-56	-26	-8	10	2023
MISSISSIPPI	98	-28	-49	98	-37	-65	-27	-40	10	2023
MISSOURI	281	-21	-44	322	-65	-64	-17	-17	10	2023
MONTANA	679	26	127	976	-200	208	-17	27	10	2023
NEBRASKA	422	10	15	514	-52	14	-9	3	10	2023
NEVADA	182	-39	27	195	-94	40	-33	26	10	2023
NEW HAMPSHIRE	353	-212	-110	496	-357	-148	-42	-23	10	2023
NEW JERSEY	235	-131	-118	299	-150	-110	-33	-27	10	2023
NEW MEXICO	286	-37	-105	310	-106	-101	-25	-25	10	2023
NEW YORK	313	-92	-35	374	-170	-37	-31	-9	10	2023
NORTH CAROLINA	186	-29	-61	225	-18	-65	-7	-22	10	2023
NORTH DAKOTA	667	4	66	986	-88	107	-8	12	10	2023
OHIO	345	-51	-60	468	-58	-64	-11	-12	10	2023
OKLAHOMA	201	36	19	206	10	17	5	9	10	2023
OREGON	382	-13	141	587	-87	223	-13	61	10	2023
PENNSYLVANIA	324	-87	-112	461	-86	-108	-16	-19	10	2023
RHODE ISLAND	279	-109	-67	431	-80	-62	-16	-13	10	2023
SOUTH CAROLINA	128	-20	-53	136	-22	-70	-14	-34	10	2023
SOUTH DAKOTA	555	22	51	733	-74	90	-9	14	10	2023
TENNESSEE	201	-49	-84	227	-64	-114	-22	-33	10	2023
TEXAS	73	11	8	73	6	7	-999	-999	10	2023
UTAH	476	-2	23	579	-98	56	-14	11	10	2023
VERMONT	448	-148	-76	805	-140	-100	-15	-11	10	2023
VIRGINIA	203	-88	-120	230	-115	-137	-33	-37	10	2023
WASHINGTON	449	-1	110	695	-92	200	-12	40	10	2023
WEST VIRGINIA	283	-87	-134	332	-145	-168	-30	-34	10	2023
WISCONSIN	463	-57	-47	660	-116	-97	-15	-13	10	2023
WYOMING	655	11	58	980	-105	184	-10	23	10	2023
