STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	0	-2	0	2371	-468	-47	-16	-2	6	2022
ALASKA	194	-135	-61	10246	-946	-297	-8	-3	6	2022
ARIZONA	0	-4	0	1723	-437	-268	-20	-13	6	2022
ARKANSAS	1	-3	-4	3086	-420	-406	-12	-12	6	2022
CALIFORNIA	8	-43	-11	2310	-324	-60	-12	-3	6	2022
COLORADO	64	-81	15	6487	-921	-384	-12	-6	6	2022
CONNECTICUT	67	25	13	5479	-590	31	-10	1	6	2022
DELAWARE	1	-9	0	4227	-513	170	-11	4	6	2022
DISTRCT COLUMBIA	0	-5	0	3445	-610	-94	-15	-3	6	2022
FLORIDA	0	0	0	444	-250	-69	-36	-13	6	2022
GEORGIA	0	-4	-2	2419	-464	-135	-16	-5	6	2022
HAWAII	0	0	0	1	1	-11	-999	-999	6	2022
IDAHO	172	28	129	7125	217	566	3	9	6	2022
ILLINOIS	26	-12	8	5792	-562	-131	-9	-2	6	2022
INDIANA	31	0	8	5340	-554	-205	-9	-4	6	2022
IOWA	36	-4	20	6806	-253	-85	-4	-1	6	2022
KANSAS	21	4	13	4711	-408	-388	-8	-8	6	2022
KENTUCKY	0	-13	-1	4008	-608	-279	-13	-7	6	2022
LOUISIANA	0	0	0	1573	-211	-194	-12	-11	6	2022
MAINE	135	10	68	7445	-567	347	-7	5	6	2022
MARYLAND	0	-12	-2	4245	-604	-88	-12	-2	6	2022
MASSACHUSETTS	40	-22	13	5702	-705	-4	-11	0	6	2022
MICHIGAN	40	-27	12	6396	-553	16	-8	0	6	2022
MINNESOTA	53	-39	31	8568	-188	502	-2	6	6	2022
MISSISSIPPI	0	-1	0	2158	-405	-215	-16	-9	6	2022
MISSOURI	11	-7	-2	4757	-461	-345	-9	-7	6	2022
MONTANA	214	7	144	8076	-234	232	-3	3	6	2022
NEBRASKA	33	-6	19	5837	-687	-349	-11	-6	6	2022
NEVADA	1	-36	1	3590	-213	-90	-6	-2	6	2022
NEW HAMPSHIRE	85	0	38	6846	-742	127	-10	2	6	2022
NEW JERSEY	5	-19	-5	4822	-622	-73	-11	-1	6	2022
NEW MEXICO	1	-31	-7	4449	-387	-107	-8	-2	6	2022
NEW YORK	9	-36	2	5292	-824	-18	-13	0	6	2022
NORTH CAROLINA	6	-2	-4	3080	-445	-226	-13	-7	6	2022
NORTH DAKOTA	118	-9	69	9139	-309	637	-3	7	6	2022
OHIO	45	5	14	5279	-693	-154	-12	-3	6	2022
OKLAHOMA	3	0	-6	3408	-342	-552	-9	-14	6	2022
OREGON	208	46	89	5503	353	406	7	8	6	2022
PENNSYLVANIA	54	13	9	5403	-506	33	-9	1	6	2022
RHODE ISLAND	86	28	33	5532	-357	157	-6	3	6	2022
SOUTH CAROLINA	0	-2	-2	2373	-422	-232	-15	-9	6	2022
SOUTH DAKOTA	75	-19	48	7221	-627	4	-8	0	6	2022
TENNESSEE	6	-2	-3	3601	-399	-258	-10	-7	6	2022
TEXAS	0	0	0	1637	-360	-239	-18	-13	6	2022
UTAH	72	-34	64	6534	-79	226	-1	4	6	2022
VERMONT	154	57	60	7611	-499	135	-6	2	6	2022
VIRGINIA	0	-14	-3	3837	-642	-176	-14	-4	6	2022
WASHINGTON	191	25	77	5764	251	424	5	8	6	2022
WEST VIRGINIA	10	-26	-3	4645	-651	-281	-12	-6	6	2022
WISCONSIN	87	-2	45	7396	-395	171	-5	2	6	2022
WYOMING	152	-38	105	7615	-689	-250	-8	-3	6	2022
