STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	505	-86	-15	957	-160	-104	-14	-10	12	2023
ALASKA	1570	-3	-51	4937	-65	239	-1	5	12	2023
ARIZONA	433	-57	-104	669	-194	-349	-22	-34	12	2023
ARKANSAS	608	-131	-105	1190	-205	-222	-15	-16	12	2023
CALIFORNIA	379	-104	-147	727	-246	-253	-25	-26	12	2023
COLORADO	1048	-152	-156	2568	-477	-214	-16	-8	12	2023
CONNECTICUT	868	-150	-155	2023	-230	-51	-10	-2	12	2023
DELAWARE	701	-149	-172	1500	-230	-186	-13	-11	12	2023
DISTRCT COLUMBIA	781	6	-234	1454	-29	-171	-2	-11	12	2023
FLORIDA	125	-35	-124	184	-46	-105	-20	-36	12	2023
GEORGIA	530	-68	-61	1022	-103	-134	-9	-12	12	2023
HAWAII	0	0	0	0	0	0	-999	-999	12	2023
IDAHO	1051	-137	-222	2618	-305	-277	-10	-10	12	2023
ILLINOIS	834	-320	-309	1987	-440	-375	-18	-16	12	2023
INDIANA	796	-270	-253	1902	-351	-343	-16	-15	12	2023
IOWA	958	-350	-399	2297	-503	-532	-18	-19	12	2023
KANSAS	828	-186	-269	1778	-253	-387	-12	-18	12	2023
KENTUCKY	707	-162	-155	1470	-310	-326	-17	-18	12	2023
LOUISIANA	418	9	9	779	87	-44	13	-5	12	2023
MAINE	1038	-222	-44	2459	-575	-6	-19	0	12	2023
MARYLAND	724	-155	-174	1574	-240	-206	-13	-12	12	2023
MASSACHUSETTS	847	-198	-136	2013	-352	-56	-15	-3	12	2023
MICHIGAN	863	-295	-246	2193	-427	-236	-16	-10	12	2023
MINNESOTA	1070	-475	-490	2685	-834	-606	-24	-18	12	2023
MISSISSIPPI	480	-75	-13	904	-109	-95	-11	-10	12	2023
MISSOURI	746	-268	-282	1671	-377	-414	-18	-20	12	2023
MONTANA	1043	-281	-429	2937	-604	-542	-17	-16	12	2023
NEBRASKA	960	-260	-348	2192	-445	-512	-17	-19	12	2023
NEVADA	679	-82	-150	1403	-165	-273	-11	-16	12	2023
NEW HAMPSHIRE	953	-273	-136	2319	-602	-132	-21	-5	12	2023
NEW JERSEY	760	-182	-182	1726	-287	-169	-14	-9	12	2023
NEW MEXICO	861	-64	-67	1811	-196	-279	-10	-13	12	2023
NEW YORK	913	-103	-196	1966	-272	-98	-12	-5	12	2023
NORTH CAROLINA	611	-82	-137	1296	-73	-136	-5	-9	12	2023
NORTH DAKOTA	1187	-443	-568	3188	-691	-674	-18	-17	12	2023
OHIO	847	-190	-207	2000	-256	-202	-11	-9	12	2023
OKLAHOMA	630	-169	-177	1274	-212	-282	-14	-18	12	2023
OREGON	683	-136	-214	1896	-234	-137	-11	-7	12	2023
PENNSYLVANIA	812	-194	-208	1995	-239	-226	-11	-10	12	2023
RHODE ISLAND	798	-157	-126	1949	-152	-39	-7	-2	12	2023
SOUTH CAROLINA	505	-85	-100	997	-97	-115	-9	-10	12	2023
SOUTH DAKOTA	1039	-347	-459	2596	-597	-592	-19	-19	12	2023
TENNESSEE	654	-128	-106	1351	-224	-256	-14	-16	12	2023
TEXAS	366	-104	-76	695	-97	-114	-12	-14	12	2023
UTAH	1020	-142	-154	2416	-276	-294	-10	-11	12	2023
VERMONT	1031	-260	-137	2779	-343	-82	-11	-3	12	2023
VIRGINIA	701	-122	-167	1499	-207	-216	-12	-13	12	2023
WASHINGTON	774	-99	-238	2204	-143	-121	-6	-5	12	2023
WEST VIRGINIA	775	-156	-165	1757	-286	-271	-14	-13	12	2023
WISCONSIN	965	-369	-351	2477	-540	-429	-18	-15	12	2023
WYOMING	1185	-146	-223	3131	-328	-172	-9	-5	12	2023
