STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	19	5	19	1997	138	-6	7	0	11	2022
ALASKA	0	0	0	12	-1	-17	-999	-999	11	2022
ARIZONA	0	-24	-57	2747	-113	36	-4	1	11	2022
ARKANSAS	4	0	4	1977	216	107	12	6	11	2022
CALIFORNIA	0	-7	0	1130	226	100	25	10	11	2022
COLORADO	0	0	0	588	315	16	115	3	11	2022
CONNECTICUT	1	1	1	796	229	8	40	1	11	2022
DELAWARE	12	12	12	1306	249	-201	24	-13	11	2022
DISTRCT COLUMBIA	23	19	23	1771	240	-84	16	-5	11	2022
FLORIDA	219	48	96	3499	180	-78	5	-2	11	2022
GEORGIA	19	6	19	1807	111	37	7	2	11	2022
HAWAII	394	34	3	4452	438	26	11	1	11	2022
IDAHO	0	0	0	660	204	-122	45	-16	11	2022
ILLINOIS	0	0	0	1059	184	-110	21	-9	11	2022
INDIANA	0	0	0	956	62	-147	7	-13	11	2022
IOWA	0	0	0	970	132	-73	16	-7	11	2022
KANSAS	0	-1	0	1612	171	103	12	7	11	2022
KENTUCKY	0	-1	0	1324	151	-23	13	-2	11	2022
LOUISIANA	55	10	31	2580	21	-54	1	-2	11	2022
MAINE	0	0	0	341	113	-29	50	-8	11	2022
MARYLAND	7	7	7	1247	223	-82	22	-6	11	2022
MASSACHUSETTS	1	1	1	694	242	12	54	2	11	2022
MICHIGAN	0	0	0	589	21	-132	4	-18	11	2022
MINNESOTA	0	0	0	567	84	-143	17	-20	11	2022
MISSISSIPPI	23	7	22	2276	204	61	10	3	11	2022
MISSOURI	0	-1	0	1421	171	36	14	3	11	2022
MONTANA	0	0	0	405	157	-75	63	-16	11	2022
NEBRASKA	0	0	0	1202	194	56	19	5	11	2022
NEVADA	0	-5	0	1835	-86	-37	-4	-2	11	2022
NEW HAMPSHIRE	0	0	0	496	192	-24	63	-5	11	2022
NEW JERSEY	5	5	5	1026	260	-13	34	-1	11	2022
NEW MEXICO	0	0	0	886	-7	-20	-1	-2	11	2022
NEW YORK	0	0	0	816	195	-20	31	-2	11	2022
NORTH CAROLINA	13	9	13	1611	226	31	16	2	11	2022
NORTH DAKOTA	0	0	0	531	79	-195	17	-27	11	2022
OHIO	0	0	0	852	114	-190	15	-18	11	2022
OKLAHOMA	9	6	9	2192	317	386	17	21	11	2022
OREGON	0	0	0	465	228	-69	96	-13	11	2022
PENNSYLVANIA	0	0	0	801	140	-143	21	-15	11	2022
RHODE ISLAND	5	5	5	709	232	-22	49	-3	11	2022
SOUTH CAROLINA	27	15	27	2027	232	125	13	7	11	2022
SOUTH DAKOTA	0	0	0	880	149	-83	20	-9	11	2022
TENNESSEE	1	-1	1	1511	163	136	12	10	11	2022
TEXAS	53	10	12	3187	551	415	21	15	11	2022
UTAH	0	0	0	815	144	-76	21	-9	11	2022
VERMONT	0	0	0	287	11	-107	4	-27	11	2022
VIRGINIA	8	7	8	1285	236	-98	22	-7	11	2022
WASHINGTON	0	0	0	381	183	-29	92	-7	11	2022
WEST VIRGINIA	1	1	1	969	198	-35	26	-3	11	2022
WISCONSIN	0	0	0	523	21	-118	4	-18	11	2022
WYOMING	0	0	0	422	126	-90	43	-18	11	2022
