STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	10	-30	-42	2371	-466	-47	-16	-2	5	2022
ALASKA	486	-105	-44	10052	-811	-236	-7	-2	5	2022
ARIZONA	0	-40	-3	1723	-433	-268	-20	-13	5	2022
ARKANSAS	46	-3	-34	3085	-417	-402	-12	-12	5	2022
CALIFORNIA	115	-31	33	2302	-281	-49	-11	-2	5	2022
COLORADO	368	-31	-7	6423	-840	-399	-12	-6	5	2022
CONNECTICUT	189	-43	-46	5412	-615	18	-10	0	5	2022
DELAWARE	107	-20	-28	4226	-504	170	-11	4	5	2022
DISTRCT COLUMBIA	57	-16	-26	3445	-605	-94	-15	-3	5	2022
FLORIDA	0	-1	0	444	-250	-69	-36	-13	5	2022
GEORGIA	22	-24	-43	2419	-460	-133	-16	-5	5	2022
HAWAII	0	0	0	1	1	-11	-999	-999	5	2022
IDAHO	486	151	142	6953	189	437	3	7	5	2022
ILLINOIS	163	-52	-69	5766	-550	-139	-9	-2	5	2022
INDIANA	120	-75	-116	5309	-554	-213	-9	-4	5	2022
IOWA	208	-9	-46	6770	-249	-105	-4	-2	5	2022
KANSAS	141	17	-31	4690	-412	-401	-8	-8	5	2022
KENTUCKY	34	-95	-118	4008	-595	-278	-13	-6	5	2022
LOUISIANA	0	-4	-9	1573	-211	-194	-12	-11	5	2022
MAINE	311	-75	-30	7310	-577	279	-7	4	5	2022
MARYLAND	92	-39	-56	4245	-592	-86	-12	-2	5	2022
MASSACHUSETTS	200	-76	-49	5662	-683	-17	-11	0	5	2022
MICHIGAN	196	-83	-116	6356	-526	4	-8	0	5	2022
MINNESOTA	275	-28	-34	8515	-149	471	-2	6	5	2022
MISSISSIPPI	3	-19	-36	2158	-404	-215	-16	-9	5	2022
MISSOURI	120	-15	-51	4746	-454	-343	-9	-7	5	2022
MONTANA	526	96	23	7862	-241	88	-3	1	5	2022
NEBRASKA	210	5	-9	5804	-681	-368	-11	-6	5	2022
NEVADA	111	-23	51	3589	-177	-91	-5	-2	5	2022
NEW HAMPSHIRE	236	-84	-54	6761	-742	89	-10	1	5	2022
NEW JERSEY	125	-58	-58	4817	-603	-68	-11	-1	5	2022
NEW MEXICO	74	-91	-15	4448	-356	-100	-7	-2	5	2022
NEW YORK	155	-78	-63	5283	-788	-20	-13	0	5	2022
NORTH CAROLINA	54	-16	-56	3074	-443	-222	-13	-7	5	2022
NORTH DAKOTA	369	30	-14	9021	-300	568	-3	7	5	2022
OHIO	130	-88	-120	5234	-698	-168	-12	-3	5	2022
OKLAHOMA	78	28	-29	3405	-342	-546	-9	-14	5	2022
OREGON	465	146	122	5295	307	317	6	6	5	2022
PENNSYLVANIA	158	-56	-80	5349	-519	24	-9	0	5	2022
RHODE ISLAND	223	-47	-32	5446	-385	124	-7	2	5	2022
SOUTH CAROLINA	22	-12	-41	2373	-420	-230	-15	-9	5	2022
SOUTH DAKOTA	300	9	-15	7146	-608	-44	-8	-1	5	2022
TENNESSEE	52	-40	-73	3595	-397	-255	-10	-7	5	2022
TEXAS	1	-9	-12	1637	-360	-239	-18	-13	5	2022
UTAH	402	90	116	6462	-45	162	-1	3	5	2022
VERMONT	261	-76	-96	7457	-556	75	-7	1	5	2022
VIRGINIA	79	-44	-64	3837	-628	-173	-14	-4	5	2022
WASHINGTON	428	117	92	5573	226	347	4	7	5	2022
WEST VIRGINIA	69	-119	-141	4635	-625	-278	-12	-6	5	2022
WISCONSIN	255	-55	-56	7309	-393	126	-5	2	5	2022
WYOMING	520	72	55	7463	-651	-355	-8	-5	5	2022
