STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	472	43	-28	1712	214	107	14	7	8	2024
ALASKA	0	-2	0	0	-13	-20	-999	-999	8	2024
ARIZONA	617	4	-12	2186	-37	143	-2	7	8	2024
ARKANSAS	479	39	-44	1621	159	0	11	0	8	2024
CALIFORNIA	271	38	5	768	84	134	12	21	8	2024
COLORADO	160	79	16	458	203	74	80	19	8	2024
CONNECTICUT	178	-7	6	606	83	48	16	9	8	2024
DELAWARE	317	18	6	1181	267	212	29	22	8	2024
DISTRCT COLUMBIA	394	-13	0	1202	-97	-124	-7	-9	8	2024
FLORIDA	525	4	-19	2382	-3	-232	0	-9	8	2024
GEORGIA	439	43	-15	1607	225	193	16	14	8	2024
HAWAII	494	5	0	2807	55	-382	2	-12	8	2024
IDAHO	167	12	-10	512	98	22	24	4	8	2024
ILLINOIS	264	27	15	889	109	95	14	12	8	2024
INDIANA	248	15	43	815	27	160	3	24	8	2024
IOWA	227	4	-28	771	12	-23	2	-3	8	2024
KANSAS	381	-11	-49	1221	-15	-20	-1	-2	8	2024
KENTUCKY	329	24	36	1167	168	232	17	25	8	2024
LOUISIANA	527	9	-98	2009	20	-189	1	-9	8	2024
MAINE	87	3	44	368	148	88	67	31	8	2024
MARYLAND	314	27	7	1170	280	279	31	31	8	2024
MASSACHUSETTS	149	-2	27	581	159	97	38	20	8	2024
MICHIGAN	157	-5	62	495	-26	127	-5	35	8	2024
MINNESOTA	147	15	-18	459	2	-88	0	-16	8	2024
MISSISSIPPI	524	62	-73	1924	260	-13	16	-1	8	2024
MISSOURI	330	-5	-22	1115	33	-2	3	0	8	2024
MONTANA	103	16	-13	305	76	17	33	6	8	2024
NEBRASKA	265	-10	-34	852	-50	-78	-6	-8	8	2024
NEVADA	447	-22	58	1528	-43	260	-3	21	8	2024
NEW HAMPSHIRE	96	-5	27	468	175	124	60	36	8	2024
NEW JERSEY	254	25	23	928	243	227	35	32	8	2024
NEW MEXICO	252	16	13	775	-15	-42	-2	-5	8	2024
NEW YORK	199	4	14	597	38	-10	7	-2	8	2024
NORTH CAROLINA	369	21	-24	1401	245	218	21	18	8	2024
NORTH DAKOTA	133	-6	-8	394	-34	-121	-8	-23	8	2024
OHIO	223	23	49	695	41	152	6	28	8	2024
OKLAHOMA	543	56	-13	1717	161	112	10	7	8	2024
OREGON	117	30	-50	353	150	-35	74	-9	8	2024
PENNSYLVANIA	206	12	27	794	200	248	34	45	8	2024
RHODE ISLAND	170	1	26	602	166	102	38	20	8	2024
SOUTH CAROLINA	432	15	-54	1692	227	175	15	12	8	2024
SOUTH DAKOTA	207	-3	-25	622	-46	-97	-7	-13	8	2024
TENNESSEE	365	23	22	1307	175	201	15	18	8	2024
TEXAS	624	75	-84	2349	287	-140	14	-6	8	2024
UTAH	233	23	26	704	100	88	17	14	8	2024
VERMONT	61	-27	42	301	37	107	14	55	8	2024
VIRGINIA	321	37	8	1188	290	237	32	25	8	2024
WASHINGTON	94	18	-35	253	76	-73	43	-22	8	2024
WEST VIRGINIA	277	63	64	953	280	288	42	43	8	2024
WISCONSIN	148	0	0	438	-29	0	-6	0	8	2024
WYOMING	99	5	-3	270	-7	28	-3	12	8	2024
