STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	288	-58	69	2204	-442	9	-17	0	3	2022
ALASKA	1129	-178	-313	8690	-660	-127	-7	-1	3	2022
ARIZONA	235	-40	-85	1686	-293	-265	-15	-14	3	2022
ARKANSAS	413	-19	96	2835	-436	-333	-13	-11	3	2022
CALIFORNIA	300	-58	-149	1960	-228	-103	-10	-5	3	2022
COLORADO	910	0	17	5434	-765	-356	-12	-6	3	2022
CONNECTICUT	761	-85	6	4733	-540	32	-10	1	3	2022
DELAWARE	576	-94	18	3746	-486	132	-11	4	3	2022
DISTRCT COLUMBIA	448	-115	10	3121	-584	-103	-16	-3	3	2022
FLORIDA	32	-46	-20	431	-244	-58	-36	-12	3	2022
GEORGIA	281	-77	30	2220	-454	-81	-17	-4	3	2022
HAWAII	0	0	-6	1	1	-5	-999	-999	3	2022
IDAHO	807	7	-29	5719	-157	127	-3	2	3	2022
ILLINOIS	749	-81	99	5090	-537	-176	-10	-3	3	2022
INDIANA	682	-89	69	4714	-519	-165	-10	-3	3	2022
IOWA	889	-11	167	5925	-379	-225	-6	-4	3	2022
KANSAS	645	4	135	4194	-454	-344	-10	-8	3	2022
KENTUCKY	493	-103	43	3638	-525	-179	-13	-5	3	2022
LOUISIANA	204	2	48	1511	-209	-142	-12	-9	3	2022
MAINE	1015	-56	-4	6334	-461	243	-7	4	3	2022
MARYLAND	576	-93	16	3788	-554	-85	-13	-2	3	2022
MASSACHUSETTS	812	-79	7	4947	-549	23	-10	0	3	2022
MICHIGAN	908	-43	139	5512	-509	-7	-8	0	3	2022
MINNESOTA	1165	44	275	7403	-309	309	-4	4	3	2022
MISSISSIPPI	264	-42	61	2039	-382	-139	-16	-6	3	2022
MISSOURI	623	-38	126	4231	-501	-334	-11	-7	3	2022
MONTANA	946	-27	48	6451	-539	-87	-8	-1	3	2022
NEBRASKA	810	-17	183	5071	-750	-404	-13	-7	3	2022
NEVADA	446	-13	-152	3208	-137	-191	-4	-6	3	2022
NEW HAMPSHIRE	961	-57	33	5909	-621	98	-10	2	3	2022
NEW JERSEY	674	-89	-2	4260	-527	-58	-11	-1	3	2022
NEW MEXICO	665	65	28	4070	-189	-32	-4	-1	3	2022
NEW YORK	776	-91	19	4623	-687	-12	-13	0	3	2022
NORTH CAROLINA	365	-97	-13	2799	-436	-154	-13	-5	3	2022
NORTH DAKOTA	1192	-4	273	7714	-566	371	-7	5	3	2022
OHIO	672	-128	49	4611	-633	-118	-12	-2	3	2022
OKLAHOMA	478	15	122	3124	-373	-449	-11	-13	3	2022
OREGON	628	23	-85	4175	-23	-3	-1	0	3	2022
PENNSYLVANIA	723	-86	30	4706	-470	36	-9	1	3	2022
RHODE ISLAND	768	-72	1	4729	-283	143	-6	3	3	2022
SOUTH CAROLINA	265	-89	-19	2202	-418	-164	-16	-7	3	2022
SOUTH DAKOTA	980	-12	187	6126	-743	-131	-11	-2	3	2022
TENNESSEE	435	-70	57	3264	-388	-163	-11	-5	3	2022
TEXAS	235	14	71	1593	-321	-176	-17	-10	3	2022
UTAH	815	21	-37	5425	-219	-3	-4	0	3	2022
VERMONT	1010	-87	-10	6529	-454	121	-7	2	3	2022
VIRGINIA	498	-110	-7	3449	-574	-130	-14	-4	3	2022
WASHINGTON	625	-15	-72	4532	-28	112	-1	3	3	2022
WEST VIRGINIA	610	-88	24	4151	-519	-154	-11	-4	3	2022
WISCONSIN	1005	-15	185	6352	-415	18	-6	0	3	2022
WYOMING	989	-5	-12	6123	-826	-459	-12	-7	3	2022
