STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	511	56	55	1263	195	170	18	16	7	2022
ALASKA	6	-2	-11	12	1	-11	-999	-999	7	2022
ARIZONA	646	-14	49	1633	24	60	1	4	7	2022
ARKANSAS	586	108	126	1221	199	255	19	26	7	2022
CALIFORNIA	276	48	-46	477	26	-57	6	-11	7	2022
COLORADO	221	107	21	346	172	11	99	3	7	2022
CONNECTICUT	301	75	70	427	89	0	26	0	7	2022
DELAWARE	404	53	-8	747	132	-85	21	-10	7	2022
DISTRCT COLUMBIA	502	46	7	1005	113	-4	13	0	7	2022
FLORIDA	527	5	-4	2051	191	-9	10	0	7	2022
GEORGIA	471	39	45	1140	155	165	16	17	7	2022
HAWAII	484	22	-18	2579	325	-26	14	-1	7	2022
IDAHO	256	81	-96	307	48	-240	19	-44	7	2022
ILLINOIS	308	22	19	673	130	36	24	6	7	2022
INDIANA	304	19	27	611	56	14	10	2	7	2022
IOWA	283	2	12	624	88	-1	16	0	7	2022
KANSAS	470	29	71	961	117	163	14	20	7	2022
KENTUCKY	393	43	50	844	150	113	22	15	7	2022
LOUISIANA	518	-11	0	1621	151	130	10	9	7	2022
MAINE	179	72	78	201	65	-14	48	-7	7	2022
MARYLAND	395	55	3	716	113	-29	19	-4	7	2022
MASSACHUSETTS	271	81	103	383	112	14	41	4	7	2022
MICHIGAN	192	-11	7	359	0	-47	0	-12	7	2022
MINNESOTA	190	8	-22	364	39	-96	12	-21	7	2022
MISSISSIPPI	540	52	45	1434	233	211	19	17	7	2022
MISSOURI	440	53	79	891	144	142	19	19	7	2022
MONTANA	162	63	-76	191	49	-155	35	-45	7	2022
NEBRASKA	356	21	43	733	106	60	17	9	7	2022
NEVADA	538	20	-29	976	-126	-153	-11	-14	7	2022
NEW HAMPSHIRE	190	54	88	270	78	-23	41	-8	7	2022
NEW JERSEY	364	82	43	562	106	-21	23	-4	7	2022
NEW MEXICO	283	-7	40	574	20	19	4	3	7	2022
NEW YORK	303	70	59	435	71	-23	20	-5	7	2022
NORTH CAROLINA	458	62	62	1015	207	146	26	17	7	2022
NORTH DAKOTA	193	28	-86	318	29	-165	10	-34	7	2022
OHIO	277	32	3	530	76	-39	17	-7	7	2022
OKLAHOMA	638	120	190	1299	230	401	22	45	7	2022
OREGON	165	78	-12	205	89	-112	77	-35	7	2022
PENNSYLVANIA	289	53	1	467	67	-68	17	-13	7	2022
RHODE ISLAND	278	84	81	379	112	2	42	1	7	2022
SOUTH CAROLINA	516	53	67	1267	220	214	21	20	7	2022
SOUTH DAKOTA	299	35	-7	508	50	-80	11	-14	7	2022
TENNESSEE	454	70	84	970	180	215	23	28	7	2022
TEXAS	684	120	160	1971	459	487	30	33	7	2022
UTAH	330	80	-29	462	68	-126	17	-21	7	2022
VERMONT	104	-18	43	164	-12	-45	-7	-22	7	2022
VIRGINIA	377	43	-1	773	159	2	26	0	7	2022
WASHINGTON	146	73	3	175	74	-82	73	-32	7	2022
WEST VIRGINIA	283	32	19	595	136	56	30	10	7	2022
WISCONSIN	178	-8	-9	342	23	-65	7	-16	7	2022
WYOMING	169	46	-49	224	41	-116	22	-34	7	2022
