STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	262	84	66	321	52	53	19	20	5	2022
ALASKA	0	0	0	0	0	0	-999	-999	5	2022
ARIZONA	294	20	39	452	16	63	4	16	5	2022
ARKANSAS	204	52	87	241	35	107	17	80	5	2022
CALIFORNIA	21	-37	7	30	-62	12	-999	-999	5	2022
COLORADO	13	9	9	13	9	9	-999	-999	5	2022
CONNECTICUT	40	22	15	40	22	15	-999	-999	5	2022
DELAWARE	118	61	17	124	65	2	-999	-999	5	2022
DISTRCT COLUMBIA	147	40	26	171	39	11	30	7	5	2022
FLORIDA	402	50	13	1066	189	18	22	2	5	2022
GEORGIA	232	73	69	266	33	56	14	27	5	2022
HAWAII	399	41	-29	1664	283	15	20	1	5	2022
IDAHO	3	-11	-6	3	-12	-8	-999	-999	5	2022
ILLINOIS	123	53	52	128	54	50	-999	-999	5	2022
INDIANA	96	21	30	103	22	33	-999	-999	5	2022
IOWA	111	43	41	111	38	38	-999	-999	5	2022
KANSAS	145	47	98	161	41	105	34	188	5	2022
KENTUCKY	153	59	58	175	61	69	54	65	5	2022
LOUISIANA	371	86	108	621	125	92	25	17	5	2022
MAINE	8	6	2	8	6	2	-999	-999	5	2022
MARYLAND	94	33	19	101	37	10	-999	-999	5	2022
MASSACHUSETTS	50	41	23	50	41	23	-999	-999	5	2022
MICHIGAN	53	12	8	53	11	8	-999	-999	5	2022
MINNESOTA	33	-5	-9	33	-7	-9	-999	-999	5	2022
MISSISSIPPI	322	113	109	419	91	99	28	31	5	2022
MISSOURI	132	37	63	141	28	63	25	81	5	2022
MONTANA	0	-5	-1	0	-5	-1	-999	-999	5	2022
NEBRASKA	104	33	38	107	29	36	-999	-999	5	2022
NEVADA	105	-58	-12	122	-116	-10	-49	-8	5	2022
NEW HAMPSHIRE	38	30	10	38	30	10	-999	-999	5	2022
NEW JERSEY	63	30	18	66	33	16	-999	-999	5	2022
NEW MEXICO	87	31	22	98	34	31	-999	-999	5	2022
NEW YORK	40	16	9	40	16	9	-999	-999	5	2022
NORTH CAROLINA	195	84	53	225	84	53	60	31	5	2022
NORTH DAKOTA	9	-20	-9	9	-22	-9	-999	-999	5	2022
OHIO	73	16	11	82	22	15	-999	-999	5	2022
OKLAHOMA	215	67	140	251	51	162	26	182	5	2022
OREGON	1	-4	-11	1	-4	-11	-999	-999	5	2022
PENNSYLVANIA	56	18	9	57	18	8	-999	-999	5	2022
RHODE ISLAND	37	30	15	37	30	15	-999	-999	5	2022
SOUTH CAROLINA	275	104	85	330	88	83	36	34	5	2022
SOUTH DAKOTA	33	-12	-1	33	-15	-2	-999	-999	5	2022
TENNESSEE	173	62	72	197	55	89	39	82	5	2022
TEXAS	432	149	164	717	223	234	45	48	5	2022
UTAH	14	-11	-3	14	-15	-4	-999	-999	5	2022
VERMONT	38	26	11	38	26	11	-999	-999	5	2022
VIRGINIA	133	66	34	149	74	29	-999	-999	5	2022
WASHINGTON	0	-5	-4	0	-5	-4	-999	-999	5	2022
WEST VIRGINIA	104	50	36	115	56	45	-999	-999	5	2022
WISCONSIN	56	25	22	56	24	22	-999	-999	5	2022
WYOMING	1	-5	1	1	-5	1	-999	-999	5	2022
