STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	0	0	0	0	0	0	-999	-999	7	2022
ALASKA	220	-9	27	220	-9	27	-4	14	7	2022
ARIZONA	0	0	0	0	0	0	-999	-999	7	2022
ARKANSAS	0	0	0	0	0	0	-999	-999	7	2022
CALIFORNIA	0	-10	0	0	-10	0	-999	-999	7	2022
COLORADO	0	-33	0	0	-33	0	-999	-999	7	2022
CONNECTICUT	4	0	-12	4	0	-12	-999	-999	7	2022
DELAWARE	0	0	0	0	0	0	-999	-999	7	2022
DISTRCT COLUMBIA	0	0	0	0	0	0	-999	-999	7	2022
FLORIDA	0	0	0	0	0	0	-999	-999	7	2022
GEORGIA	0	0	0	0	0	0	-999	-999	7	2022
HAWAII	0	0	0	0	0	0	-999	-999	7	2022
IDAHO	0	-39	0	0	-39	0	-999	-999	7	2022
ILLINOIS	2	-3	-9	2	-3	-9	-999	-999	7	2022
INDIANA	3	-2	-8	3	-2	-8	-999	-999	7	2022
IOWA	7	-4	-3	7	-4	-3	-999	-999	7	2022
KANSAS	1	-1	1	1	-1	1	-999	-999	7	2022
KENTUCKY	0	-1	0	0	-1	0	-999	-999	7	2022
LOUISIANA	0	0	0	0	0	0	-999	-999	7	2022
MAINE	10	-25	-46	10	-25	-46	-999	-999	7	2022
MARYLAND	0	-1	0	0	-1	0	-999	-999	7	2022
MASSACHUSETTS	0	-7	-12	0	-7	-12	-999	-999	7	2022
MICHIGAN	0	-14	-2	0	-14	-2	-999	-999	7	2022
MINNESOTA	3	-29	-5	3	-29	-5	-999	-999	7	2022
MISSISSIPPI	0	0	0	0	0	0	-999	-999	7	2022
MISSOURI	0	-2	0	0	-2	0	-999	-999	7	2022
MONTANA	9	-80	9	9	-80	9	-999	-999	7	2022
NEBRASKA	5	-6	3	5	-6	3	-999	-999	7	2022
NEVADA	0	-5	0	0	-5	0	-999	-999	7	2022
NEW HAMPSHIRE	2	-16	-21	2	-16	-21	-999	-999	7	2022
NEW JERSEY	0	-1	0	0	-1	0	-999	-999	7	2022
NEW MEXICO	0	-5	0	0	-5	0	-999	-999	7	2022
NEW YORK	0	-8	-1	0	-8	-1	-999	-999	7	2022
NORTH CAROLINA	0	0	0	0	0	0	-999	-999	7	2022
NORTH DAKOTA	38	-12	23	38	-12	23	-999	-999	7	2022
OHIO	4	-2	-9	4	-2	-9	-999	-999	7	2022
OKLAHOMA	0	0	0	0	0	0	-999	-999	7	2022
OREGON	33	-30	28	33	-30	28	-999	-999	7	2022
PENNSYLVANIA	3	-5	-8	3	-5	-8	-999	-999	7	2022
RHODE ISLAND	11	6	-20	11	6	-20	-999	-999	7	2022
SOUTH CAROLINA	0	0	0	0	0	0	-999	-999	7	2022
SOUTH DAKOTA	8	-28	0	8	-28	0	-999	-999	7	2022
TENNESSEE	0	0	-1	0	0	-1	-999	-999	7	2022
TEXAS	0	0	0	0	0	0	-999	-999	7	2022
UTAH	0	-13	0	0	-13	0	-999	-999	7	2022
VERMONT	71	40	-20	71	40	-20	-999	-999	7	2022
VIRGINIA	0	-1	0	0	-1	0	-999	-999	7	2022
WASHINGTON	34	-43	25	34	-43	25	-999	-999	7	2022
WEST VIRGINIA	0	-5	0	0	-5	0	-999	-999	7	2022
WISCONSIN	29	6	-7	29	6	-7	-999	-999	7	2022
WYOMING	5	-54	5	5	-54	5	-999	-999	7	2022
