STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	302	34	-6	2014	248	103	14	5	9	2024
ALASKA	0	0	0	0	-13	-20	-999	-999	9	2024
ARIZONA	475	40	74	2661	3	223	0	9	9	2024
ARKANSAS	247	9	-59	1868	168	-61	10	-3	9	2024
CALIFORNIA	191	32	105	959	116	243	14	34	9	2024
COLORADO	61	43	22	519	246	102	90	24	9	2024
CONNECTICUT	20	-22	-58	626	61	-10	11	-2	9	2024
DELAWARE	160	36	-39	1341	303	174	29	15	9	2024
DISTRCT COLUMBIA	173	-27	0	1375	-124	-114	-8	-8	9	2024
FLORIDA	464	6	28	2846	3	-201	0	-7	9	2024
GEORGIA	271	34	20	1878	259	215	16	13	9	2024
HAWAII	476	10	0	3283	65	-381	2	-10	9	2024
IDAHO	68	27	23	580	125	47	27	9	9	2024
ILLINOIS	119	37	15	1008	146	106	17	12	9	2024
INDIANA	113	21	35	928	48	194	5	26	9	2024
IOWA	132	63	-10	903	75	-40	9	-4	9	2024
KANSAS	181	6	-44	1402	-9	-64	-1	-4	9	2024
KENTUCKY	194	47	18	1361	215	251	19	23	9	2024
LOUISIANA	342	-32	-68	2351	-12	-253	-1	-10	9	2024
MAINE	13	5	-41	381	153	47	67	14	9	2024
MARYLAND	97	-21	-59	1267	259	219	26	21	9	2024
MASSACHUSETTS	22	-7	-79	603	152	18	34	3	9	2024
MICHIGAN	53	11	0	548	-15	126	-3	30	9	2024
MINNESOTA	105	81	4	564	83	-88	17	-13	9	2024
MISSISSIPPI	325	26	-48	2249	286	-58	15	-3	9	2024
MISSOURI	153	11	-2	1268	44	-10	4	-1	9	2024
MONTANA	45	26	25	350	102	44	41	14	9	2024
NEBRASKA	153	57	-15	1005	7	-95	1	-9	9	2024
NEVADA	265	2	105	1793	-41	370	-2	26	9	2024
NEW HAMPSHIRE	18	7	-63	486	182	61	60	14	9	2024
NEW JERSEY	62	-11	-67	990	232	159	31	19	9	2024
NEW MEXICO	112	18	-5	887	3	-44	0	-5	9	2024
NEW YORK	22	-34	-33	619	4	-42	1	-6	9	2024
NORTH CAROLINA	212	27	-9	1613	272	212	20	15	9	2024
NORTH DAKOTA	92	68	36	486	34	-79	8	-14	9	2024
OHIO	68	-6	16	763	35	169	5	28	9	2024
OKLAHOMA	281	25	-52	1998	186	63	10	3	9	2024
OREGON	69	36	26	422	186	-7	79	-2	9	2024
PENNSYLVANIA	49	-11	-49	843	189	198	29	31	9	2024
RHODE ISLAND	26	-13	-88	628	153	14	32	2	9	2024
SOUTH CAROLINA	292	42	25	1984	269	203	16	11	9	2024
SOUTH DAKOTA	141	81	20	763	35	-73	5	-9	9	2024
TENNESSEE	209	33	13	1516	208	214	16	16	9	2024
TEXAS	403	31	-120	2752	318	-255	13	-8	9	2024
UTAH	88	27	26	792	127	116	19	17	9	2024
VERMONT	3	-9	-44	304	28	63	10	26	9	2024
VIRGINIA	153	24	-30	1341	314	209	31	18	9	2024
WASHINGTON	41	20	15	294	96	-55	48	-16	9	2024
WEST VIRGINIA	135	50	9	1088	330	300	44	38	9	2024
WISCONSIN	57	26	-4	495	-3	-11	-1	-2	9	2024
WYOMING	14	-5	8	284	-12	37	-4	15	9	2024
