STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	334	-24	-63	541	15	50	3	10	11	2022
ALASKA	1265	-98	-225	3084	-345	-271	-10	-8	11	2022
ARIZONA	418	128	320	481	108	324	29	206	11	2022
ARKANSAS	494	39	33	699	43	121	7	21	11	2022
CALIFORNIA	399	78	212	472	-18	121	-4	34	11	2022
COLORADO	992	55	288	1624	-221	331	-12	26	11	2022
CONNECTICUT	582	-99	-102	1073	-162	39	-13	4	11	2022
DELAWARE	475	-77	-113	813	-67	125	-8	18	11	2022
DISTRCT COLUMBIA	395	-82	-121	625	-83	58	-12	10	11	2022
FLORIDA	25	-35	-53	40	-30	-41	-999	-999	11	2022
GEORGIA	335	-23	-74	565	38	42	7	8	11	2022
HAWAII	0	0	0	0	0	0	-999	-999	11	2022
IDAHO	1105	214	328	1664	-71	191	-4	13	11	2022
ILLINOIS	708	-45	-36	1219	-54	169	-4	16	11	2022
INDIANA	674	-18	-73	1196	9	149	1	14	11	2022
IOWA	856	-20	76	1472	-20	259	-1	21	11	2022
KANSAS	740	75	182	1068	51	260	5	32	11	2022
KENTUCKY	556	-7	-93	934	23	111	3	13	11	2022
LOUISIANA	295	77	48	414	131	125	46	43	11	2022
MAINE	748	-112	-73	1383	-391	-56	-22	-4	11	2022
MARYLAND	504	-75	-97	882	-53	161	-6	22	11	2022
MASSACHUSETTS	611	-92	-101	1086	-234	62	-18	6	11	2022
MICHIGAN	737	-57	-66	1320	-142	191	-10	17	11	2022
MINNESOTA	1001	-61	49	1731	-243	251	-12	17	11	2022
MISSISSIPPI	343	20	-9	506	48	75	10	17	11	2022
MISSOURI	671	24	73	1057	23	212	2	25	11	2022
MONTANA	1239	198	394	2007	-210	227	-9	13	11	2022
NEBRASKA	896	45	255	1396	-21	345	-1	33	11	2022
NEVADA	705	187	342	860	53	229	7	36	11	2022
NEW HAMPSHIRE	718	-124	-100	1362	-333	82	-20	6	11	2022
NEW JERSEY	552	-70	-100	961	-110	135	-10	16	11	2022
NEW MEXICO	780	114	254	1191	109	317	10	36	11	2022
NEW YORK	565	-113	-87	976	-246	118	-20	14	11	2022
NORTH CAROLINA	394	-39	-111	684	8	34	1	5	11	2022
NORTH DAKOTA	1228	53	264	2107	-142	408	-6	24	11	2022
OHIO	640	-53	-80	1172	-47	154	-4	15	11	2022
OKLAHOMA	560	69	139	749	62	194	9	35	11	2022
OREGON	787	150	203	1151	-160	-89	-12	-7	11	2022
PENNSYLVANIA	632	-49	-86	1201	-27	167	-2	16	11	2022
RHODE ISLAND	571	-64	-103	1064	-82	35	-7	3	11	2022
SOUTH CAROLINA	301	-45	-107	507	3	-6	1	-1	11	2022
SOUTH DAKOTA	1047	47	266	1690	-117	352	-6	26	11	2022
TENNESSEE	506	4	-79	847	54	64	7	8	11	2022
TEXAS	317	62	112	383	61	146	19	62	11	2022
UTAH	1013	160	300	1536	6	204	0	15	11	2022
VERMONT	788	-98	-100	1693	-138	69	-8	4	11	2022
VIRGINIA	480	-58	-107	847	-36	141	-4	20	11	2022
WASHINGTON	852	165	236	1347	-127	-5	-9	0	11	2022
WEST VIRGINIA	588	-47	-113	1088	-24	163	-2	18	11	2022
WISCONSIN	833	-74	-32	1590	-93	204	-6	15	11	2022
WYOMING	1147	104	360	1943	-185	367	-9	23	11	2022
