STATE	MONTH_TOTAL	MON_DEV_FROM_NORM	MON_DEV_FROM_L_YR	CUM_TOTAL	CUM_DEV_FROM_NORM	CUM_DEV_FROM_L_YR	CUM_DEV_FROM_NORM_PRCT	CUM_DEV_FROM_L_YR_PRCT	MONTH	YEAR
ALABAMA	20	5	5	20	5	5	-999	-999	9	2022
ALASKA	452	-86	-82	938	-128	-52	-12	-5	9	2022
ARIZONA	0	-7	0	0	-7	0	-999	-999	9	2022
ARKANSAS	20	-6	7	20	-8	7	-999	-999	9	2022
CALIFORNIA	3	-28	-2	3	-47	-2	-999	-999	9	2022
COLORADO	114	-129	22	118	-217	23	-65	24	9	2022
CONNECTICUT	111	-4	37	121	-12	18	-9	17	9	2022
DELAWARE	41	-1	33	41	-2	33	-999	-999	9	2022
DISTRCT COLUMBIA	17	-2	17	17	-9	17	-999	-999	9	2022
FLORIDA	0	0	0	0	0	0	-999	-999	9	2022
GEORGIA	29	14	15	29	14	15	-999	-999	9	2022
HAWAII	0	0	0	0	0	0	-999	-999	9	2022
IDAHO	108	-115	-50	108	-204	-80	-65	-43	9	2022
ILLINOIS	103	4	55	109	-16	43	-13	65	9	2022
INDIANA	105	9	49	121	2	43	2	55	9	2022
IOWA	124	-7	52	148	-23	48	-13	48	9	2022
KANSAS	40	-26	18	41	-35	19	-999	-999	9	2022
KENTUCKY	55	-1	33	55	-6	33	-999	-999	9	2022
LOUISIANA	10	8	3	10	8	3	-999	-999	9	2022
MAINE	188	-54	60	207	-128	3	-38	1	9	2022
MARYLAND	43	-7	30	43	-10	30	-999	-999	9	2022
MASSACHUSETTS	101	-40	57	101	-66	44	-40	77	9	2022
MICHIGAN	114	-34	49	120	-78	53	-39	79	9	2022
MINNESOTA	173	-62	66	177	-148	55	-46	45	9	2022
MISSISSIPPI	16	7	6	16	7	6	-999	-999	9	2022
MISSOURI	61	-12	35	61	-24	33	-999	-999	9	2022
MONTANA	196	-137	-26	216	-307	-106	-59	-33	9	2022
NEBRASKA	82	-40	26	93	-61	27	-40	41	9	2022
NEVADA	0	-54	-9	0	-68	-9	-999	-999	9	2022
NEW HAMPSHIRE	177	-44	89	181	-107	64	-37	55	9	2022
NEW JERSEY	56	-21	35	56	-27	35	-999	-999	9	2022
NEW MEXICO	18	-59	-20	20	-73	-18	-999	-999	9	2022
NEW YORK	63	-50	41	63	-76	40	-55	174	9	2022
NORTH CAROLINA	42	15	13	43	15	14	-999	-999	9	2022
NORTH DAKOTA	192	-97	46	278	-133	59	-32	27	9	2022
OHIO	109	3	37	127	-3	34	-2	37	9	2022
OKLAHOMA	7	-22	-3	7	-24	-3	-999	-999	9	2022
OREGON	86	-69	-46	123	-156	-69	-56	-36	9	2022
PENNSYLVANIA	119	9	38	133	-3	32	-2	32	9	2022
RHODE ISLAND	128	23	55	147	24	26	20	21	9	2022
SOUTH CAROLINA	25	15	13	25	15	13	-999	-999	9	2022
SOUTH DAKOTA	113	-84	14	139	-135	16	-49	13	9	2022
TENNESSEE	56	16	17	56	15	16	-999	-999	9	2022
TEXAS	1	-4	0	1	-4	0	-999	-999	9	2022
UTAH	70	-94	-11	70	-129	-24	-65	-26	9	2022
VERMONT	249	-1	69	381	32	61	9	19	9	2022
VIRGINIA	44	-7	30	44	-10	30	-999	-999	9	2022
WASHINGTON	110	-77	-69	156	-181	-96	-54	-38	9	2022
WEST VIRGINIA	83	-7	38	83	-24	38	-22	84	9	2022
WISCONSIN	175	-9	53	247	-9	63	-4	34	9	2022
WYOMING	190	-114	25	199	-242	1	-55	1	9	2022
